mass,region,Br_Hbb,Br_Zbb,CSEV,HLT_efficiency,JER,JES,L1_prefiring,PDF,PER,PES,QCD_scale,Xbb_tagger,lumi_Run2,photon_ID,pile-up
1850,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
1850,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
1850,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
1850,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
1900,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
1900,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
1900,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
1900,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
1900,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
1900,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
1900,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
1900,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
1950,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
1950,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
1950,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
1950,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
1950,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
1950,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
1950,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
1950,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2000,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.02,1.012,1.004,1.051,1.006,1.007,1.012,1.07,1.016,1.044,1.01
2000,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.012,1.004,1.051,1.006,1.006,1.012,1.07,1.016,1.044,1.01
2000,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.012,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2000,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.017,1.012,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2000,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.014,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
2000,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.012,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
2000,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.003,1.014,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
2000,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.003,1.013,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
2050,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2050,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2050,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2050,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2050,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2050,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2050,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2050,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2100,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2100,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2100,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2100,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2100,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2100,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2100,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2100,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2150,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2150,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2150,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2150,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2150,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2150,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2150,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2150,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2200,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.017,1.011,1.004,1.051,1.006,1.007,1.012,1.07,1.016,1.044,1.01
2200,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.011,1.004,1.051,1.006,1.006,1.012,1.07,1.016,1.044,1.01
2200,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.015,1.011,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2200,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.013,1.011,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2200,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.012,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
2200,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.011,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
2200,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.003,1.013,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
2200,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.003,1.012,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
2250,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2250,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2250,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2250,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2250,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2250,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2250,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2250,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2300,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2300,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2300,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2300,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2300,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2300,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2300,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2300,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2350,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2350,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2350,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2350,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2350,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2350,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2350,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2350,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2400,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.01,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2400,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.015,1.01,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2400,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.013,1.01,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2400,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.013,1.01,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2400,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.011,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
2400,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.01,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
2400,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.003,1.012,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
2400,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.003,1.01,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
2450,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2450,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2450,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2450,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2450,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2450,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2450,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2450,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2500,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2500,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2500,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2500,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2500,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2500,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2500,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2500,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2550,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2550,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2550,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2550,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2550,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2550,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2550,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2550,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2600,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.017,1.009,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2600,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.009,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2600,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.009,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2600,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.012,1.009,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2600,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.01,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
2600,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.009,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
2600,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.01,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
2600,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.01,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
2650,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2650,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2650,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2650,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2650,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2650,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2650,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2650,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2700,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2700,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2700,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2700,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2700,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2700,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2700,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2700,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2750,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2750,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2750,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2750,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2750,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2750,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2750,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2750,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2800,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2800,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2800,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2800,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2800,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2800,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2800,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2800,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2850,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2850,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2850,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2850,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2850,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2850,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2850,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2850,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2900,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2900,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2900,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2900,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2900,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2900,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2900,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2900,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2950,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
2950,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
2950,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2950,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
2950,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2950,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
2950,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
2950,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3000,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.015,1.008,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3000,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.008,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3000,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.013,1.007,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3000,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.013,1.007,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3000,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.002,1.008,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
3000,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.008,1.004,,1.005,1.007,,1.07,1.016,1.044,1.01
3000,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.009,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
3000,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.008,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
3050,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3050,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
3050,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
