mass,region,Br_Hbb,Br_Zbb,CSEV,HLT_efficiency,JER,JES,L1_prefiring,PDF,PER,PES,QCD_scale,Xbb_tagger,lumi_Run2,photon_ID,pile-up
3050,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3050,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3050,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
3050,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3050,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3100,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3100,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
3100,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3100,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3100,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3100,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
3100,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3100,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3150,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3150,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
3150,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3150,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3150,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3150,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
3150,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3150,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3200,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3200,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
3200,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3200,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3200,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3200,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
3200,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3200,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3250,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3250,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
3250,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3250,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3250,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3250,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
3250,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3250,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3300,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3300,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
3300,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3300,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3300,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3300,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
3300,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3300,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3350,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3350,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
3350,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3350,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3350,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3350,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
3350,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3350,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3400,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3400,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
3400,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3400,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3400,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3400,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
3400,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3400,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3450,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.024,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3450,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.018,1.006,1.004,1.051,1.008,1.007,1.012,1.07,1.016,1.044,1.01
3450,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.016,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3450,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3450,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.004,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3450,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.003,1.006,1.004,,1.002,1.007,,1.07,1.016,1.044,1.01
3450,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.005,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3450,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.001,1.007,,1.07,1.016,1.044,1.01
3500,SRH1_N,0.9874/1.0124,1.003,1.001,1.01,1.017,1.006,1.004,1.051,1.007,1.007,1.012,1.07,1.016,1.044,1.01
3500,SRH2_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,1.051,1.008,1.006,1.012,1.07,1.016,1.044,1.01
3500,SRZ1_N,0.9874/1.0124,1.003,1.001,1.01,1.014,1.006,1.004,,1.007,1.007,,1.07,1.016,1.044,1.01
3500,SRZ2_N,0.9874/1.0124,1.003,1.001,1.01,1.012,1.006,1.004,,1.006,1.007,,1.07,1.016,1.044,1.01
3500,SRZ1_W,0.9874/1.0124,1.003,1.001,1.01,1.002,1.007,1.004,,1.005,1.007,,1.07,1.016,1.044,1.01
3500,SRZ2_W,0.9874/1.0124,1.003,1.001,1.01,1.002,1.006,1.004,,1.005,1.007,,1.07,1.016,1.044,1.01
3500,SRZ1_VW,0.9874/1.0124,1.003,1.001,1.01,1.001,1.007,1.004,,1.004,1.007,,1.07,1.016,1.044,1.01
3500,SRZ2_VW,0.9874/1.0124,1.003,1.001,1.01,1.002,1.007,1.004,,1.003,1.007,,1.07,1.016,1.044,1.01
